UID          PID    PPID  C STIME TTY          TIME CMD
systemd+     470       1  0 08:11 ?        00:00:00   /usr/lib/systemd/systemd-timesyncd
avahi        597       1  0 08:11 ?        00:00:00   avahi-daemon: running [wwj-VirtualBox.local]
avahi        755     597  0 08:11 ?        00:00:00     avahi-daemon: chroot helper
message+     598       1  0 08:11 ?        00:00:03   @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+     603       1  0 08:11 ?        00:00:00   /usr/libexec/gnome-remote-desktop-daemon --system
polkitd      628       1  0 08:11 ?        00:00:02   /usr/lib/polkit-1/polkitd --no-debug
root         629       1  0 08:11 ?        00:00:00   /usr/libexec/power-profiles-daemon
root         633       1  0 08:11 ?        00:00:08   /usr/lib/snapd/snapd
root         636       1  0 08:11 ?        00:00:00   /usr/libexec/accounts-daemon
root         640       1  0 08:11 ?        00:00:00   /usr/sbin/cron -f -P
root         641       1  0 08:11 ?        00:00:00   /usr/libexec/switcheroo-control
root         660       1  0 08:11 ?        00:00:00   /usr/lib/systemd/systemd-logind
root         662       1  0 08:11 ?        00:00:00   /usr/libexec/udisks2/udisksd
syslog       696       1  0 08:11 ?        00:00:00   /usr/sbin/rsyslogd -n -iNONE
root         833       1  0 08:11 ?        00:00:01   /usr/sbin/NetworkManager --no-daemon
root         835       1  0 08:11 ?        00:00:00   /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root         862       1  0 08:11 ?        00:00:00   /usr/sbin/ModemManager
root         966       1  0 08:11 ?        00:00:00   /usr/sbin/cupsd -l
root         969       1  0 08:11 ?        00:00:00   /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root         986       1  0 08:11 ?        00:00:00   /usr/sbin/gdm3
root        1862     986  0 08:12 ?        00:00:00     gdm-session-worker [pam/gdm-password]
wwj         1944    1862  0 08:12 tty2     00:00:00       /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
wwj         1954    1944  0 08:12 tty2     00:00:00         /usr/libexec/gnome-session-binary --session=ubuntu
cups-br+    1008       1  0 08:11 ?        00:00:00   /usr/sbin/cups-browsed
kernoops    1010       1  0 08:11 ?        00:00:00   /usr/sbin/kerneloops --test
kernoops    1013       1  0 08:11 ?        00:00:00   /usr/sbin/kerneloops
rtkit       1043       1  0 08:11 ?        00:00:00   /usr/libexec/rtkit-daemon
colord      1167       1  0 08:11 ?        00:00:00   /usr/libexec/colord
root        1224       1  0 08:11 ?        00:00:01   /usr/libexec/upowerd
wwj         1874       1  0 08:12 ?        00:00:03   /usr/lib/systemd/systemd --user
wwj         1877    1874  0 08:12 ?        00:00:00     (sd-pam)
wwj         1888    1874  0 08:12 ?        00:00:00     /usr/bin/pipewire
wwj         1891    1874  0 08:12 ?        00:00:00     /usr/bin/pipewire -c filter-chain.conf
wwj         1896    1874  0 08:12 ?        00:00:00     /usr/bin/wireplumber
wwj         1897    1874  0 08:12 ?        00:00:00     /usr/bin/pipewire-pulse
wwj         1899    1874  0 08:12 ?        00:00:00     /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
wwj         1909    1874  0 08:12 ?        00:00:03     /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
wwj         1959    1874  0 08:12 ?        00:00:00     /usr/libexec/xdg-document-portal
root        2014    1959  0 08:12 ?        00:00:00       fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
wwj         1982    1874  0 08:12 ?        00:00:00     /usr/libexec/xdg-permission-store
wwj         2062    1874  0 08:12 ?        00:00:00     /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
wwj         2063    1874  0 08:12 ?        00:00:00     /usr/libexec/gnome-session-ctl --monitor
wwj         2075    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfsd
wwj         2623    2075  0 08:12 ?        00:00:00       /usr/libexec/gvfsd-trash --spawner :1.19 /org/gtk/gvfs/exec_spaw/0
wwj         4558    2075  0 08:15 ?        00:00:00       /usr/libexec/gvfsd-recent --spawner :1.19 /org/gtk/gvfs/exec_spaw/1
wwj        12821    2075  0 16:16 ?        00:00:00       /usr/libexec/gvfsd-network --spawner :1.19 /org/gtk/gvfs/exec_spaw/2
wwj        12830    2075  0 16:16 ?        00:00:00       /usr/libexec/gvfsd-dnssd --spawner :1.19 /org/gtk/gvfs/exec_spaw/3
wwj         2086    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
wwj         2093    1874  0 08:12 ?        00:00:00     /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
wwj         2137    2093  0 08:12 ?        00:00:00       /usr/libexec/at-spi-bus-launcher --launch-immediately
wwj         2151    2137  0 08:12 ?        00:00:00         /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
wwj         2297    2093  0 08:12 ?        00:00:00       /usr/libexec/gsd-disk-utility-notify
wwj         2347    2093  0 08:12 ?        00:00:00       /usr/libexec/evolution-data-server/evolution-alarm-notify
wwj         4346    2093  0 08:13 ?        00:00:01       /usr/bin/update-notifier
wwj         2138    1874  8 08:12 ?        00:44:39     /usr/bin/gnome-shell
wwj         2256    2138  0 08:12 ?        00:01:36       /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.G975S3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
wwj         2773    2138  0 08:12 ?        00:00:18       /usr/libexec/mutter-x11-frames
wwj         2844    2138  3 08:12 ?        00:18:13       /snap/firefox/6565/usr/lib/firefox/firefox
wwj         2958    2844  0 08:12 ?        00:00:00         /snap/firefox/6565/usr/lib/firefox/crashhelper 2844 9 /tmp/ 10 12
wwj         3089    2844  0 08:12 ?        00:00:00         /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {4f04bfcc-89df-4665-ac70-57a02310ed28} -parentPid 2844 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 1 forkserver
wwj         3096    3089  0 08:12 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -parentBuildID 20250718161710 -prefsHandle 0:35097 -prefMapHandle 1:271762 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {07f994ac-e066-458e-9467-38ce4dc17631} -parentPid 2844 -crashReporter 5 -crashHelperPid 2958 -appDir /snap/firefox/6565/usr/lib/firefox/browser 2 socket
wwj         3113    3089  0 08:12 ?        00:00:44           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35287 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8bc02c21-27f6-4f20-978f-fc94dc4b729b} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 3 tab
wwj         3123    3089  0 08:12 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -parentBuildID 20250718161710 -prefsHandle 0:35287 -prefMapHandle 1:271762 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {2e8563dc-45d3-4e23-8db2-3f568b7bf1fd} -parentPid 2844 -crashReporter 5 -crashHelperPid 2958 -appDir /snap/firefox/6565/usr/lib/firefox/browser 4 rdd
wwj         3155    3089  0 08:12 ?        00:01:40           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:32291 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {07f4dd1c-92e2-4e60-ae9f-b9c3fd8d6e3c} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 5 tab
wwj         3528    3089  0 08:12 ?        00:00:02           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44633 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {fa7d7645-843a-4029-9635-cc2418df03bc} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 8 tab
wwj         3728    3089  0 08:12 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -parentBuildID 20250718161710 -sandboxingKind 0 -prefsHandle 0:44807 -prefMapHandle 1:271762 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7c38a032-f59c-472a-8a30-42677a6e11ba} -parentPid 2844 -crashReporter 5 -crashHelperPid 2958 -appDir /snap/firefox/6565/usr/lib/firefox/browser 9 utility
wwj         3738    3089  1 08:12 ?        00:09:20           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41811 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {16873bec-8f11-41a4-a1f5-2db97042a4ef} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 10 tab
wwj         3968    3089  0 08:12 ?        00:01:05           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41917 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2212a839-78c0-4534-b63f-f59a3ea48148} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 11 tab
wwj         3986    3089  0 08:12 ?        00:01:38           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41917 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b5dd04ff-0420-468b-b241-e33bb22d7e4f} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 12 tab
wwj         5036    3089  0 08:18 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41917 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {07769d2c-1254-425d-bef9-2ca8ef96533e} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 13 tab
wwj         5114    3089  0 08:23 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41917 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {21a8d3af-9add-43c3-859a-02e0fe5fc56e} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 14 tab
wwj         8185    3089  0 10:41 ?        00:00:00           /snap/firefox/6565/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41918 -prefMapHandle 1:271762 -jsInitHandle 2:242012 -parentBuildID 20250718161710 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7e643039-f06a-4c39-abc6-74e8ce3eb56d} -parentPid 2844 -crashReporter 6 -crashHelperPid 2958 -greomni /snap/firefox/6565/usr/lib/firefox/omni.ja -appomni /snap/firefox/6565/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6565/usr/lib/firefox/browser 15 tab
wwj         4015    2138  0 08:12 ?        00:01:40       /snap/snap-store/1367/bin/snap-store
wwj        12585    2138  0 16:04 ?        00:00:01       gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
wwj         2200    1874  0 08:12 ?        00:00:00     /usr/libexec/at-spi2-registryd --use-gnome-session
wwj         2225    1874  0 08:12 ?        00:00:00     /usr/libexec/gnome-shell-calendar-server
wwj         2238    1874  0 08:12 ?        00:00:00     /usr/libexec/evolution-source-registry
wwj         2240    1874  0 08:12 ?        00:00:00     /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
wwj         2258    1874  0 08:12 ?        00:01:07     /usr/bin/ibus-daemon --panel disable
wwj         2482    2258  0 08:12 ?        00:00:00       /usr/libexec/ibus-dconf
wwj         2484    2258  0 08:12 ?        00:00:33       /usr/libexec/ibus-extension-gtk3
wwj         2578    2258  0 08:12 ?        00:00:24       /usr/libexec/ibus-engine-libpinyin --ibus
wwj         5668    2258  0 08:59 ?        00:00:00       /usr/libexec/ibus-engine-simple
wwj         2261    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-a11y-settings
wwj         2263    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-color
wwj         2266    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-datetime
wwj         2268    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-housekeeping
wwj         2278    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-keyboard
wwj         2280    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-media-keys
wwj         2283    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-power
wwj         2288    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-print-notifications
wwj         2293    1874  0 08:12 ?        00:00:00     /usr/libexec/goa-daemon
wwj         2294    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-rfkill
wwj         2302    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-screensaver-proxy
wwj         2304    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-sharing
wwj         2306    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-smartcard
wwj         2310    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-sound
wwj         2311    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-wacom
wwj         2438    1874  0 08:12 ?        00:00:00     /usr/libexec/evolution-calendar-factory
wwj         2446    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-printer
wwj         2452    1874  0 08:12 ?        00:00:00     /usr/libexec/goa-identity-service
wwj         2492    1874  0 08:12 ?        00:00:00     /usr/libexec/ibus-portal
wwj         2499    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfs-udisks2-volume-monitor
wwj         2524    1874  0 08:12 ?        00:00:00     /usr/libexec/evolution-addressbook-factory
wwj         2530    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfs-goa-volume-monitor
wwj         2539    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfs-gphoto2-volume-monitor
wwj         2545    1874  0 08:12 ?        00:00:01     /usr/libexec/gvfs-afc-volume-monitor
wwj         2551    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfs-mtp-volume-monitor
wwj         2587    1874  0 08:12 ?        00:00:00     /usr/libexec/dconf-service
wwj         2624    1874  0 08:12 ?        00:00:00     /usr/libexec/gvfsd-metadata
wwj         2649    1874  0 08:12 ?        00:00:01     /usr/libexec/xdg-desktop-portal
wwj         2690    1874  0 08:12 ?        00:00:00     /usr/libexec/gsd-xsettings
wwj         2739    1874  0 08:12 ?        00:00:00     /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
wwj         2761    1874  0 08:12 ?        00:00:06     /usr/libexec/ibus-x11
wwj         2768    1874  0 08:12 ?        00:00:02     /usr/libexec/tracker-miner-fs-3
wwj         2769    1874  0 08:12 ?        00:00:02     /usr/libexec/xdg-desktop-portal-gnome
wwj         2816    1874  0 08:12 ?        00:00:00     /usr/libexec/xdg-desktop-portal-gtk
wwj         2908    1874  0 08:12 ?        00:00:00     /snap/snapd-desktop-integration/391/usr/bin/user-session-helper /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
wwj         2972    2908  0 08:12 ?        00:00:00       /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
wwj         3220    1874  0 08:12 ?        00:00:01     /usr/bin/snap userd
wwj         4526    1874  0 08:15 ?        00:00:10     /usr/bin/nautilus --gapplication-service
wwj         4642    1874  0 08:15 ?        00:03:00     /snap/code/253/usr/share/code/code --no-sandbox --force-user-env --ozone-platform=x11
wwj         4644    4642  0 08:15 ?        00:00:00       /snap/code/253/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
wwj         4645    4642  0 08:15 ?        00:00:00       /snap/code/253/usr/share/code/code --type=zygote --no-sandbox
wwj         4717    4645  2 08:15 ?        00:12:08         /snap/code/253/usr/share/code/code --type=renderer --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/253/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=zh-CN --num-raster-threads=1 --renderer-client-id=5 --time-ticks-at-unix-epoch=-1785456660488415 --launch-time-ticks=284593756 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708990997080739 --vscode-window-config=vscode:36b1e1c9-25a0-4129-ae07-4da5a5f8b2f5
wwj         4682    4642  0 08:15 ?        00:00:11       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708989122997041
